company_name,bse_code,nse_code,industry,sector,sector_v1
Carraro India,544320,CARRARO,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Krishana Phosch.,,KRISHANA,Fertilizers & Agrochemicals,Fertilizers,Fertilizers
Vedant Fashions,543463,MANYAVAR,Retailing,Speciality Retail,Speciality Retail
Stove Kraft,543260,STOVEKRAFT,Consumer Durables,Household Appliances,Household Appliances
Monolithisch Ind,,MONOLITH,Industrial Products,Electrodes & Refractories,Electrodes & Refractories
Ajax Engineering,544356,AJAXENGG,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,"Agricultural, Commercial & Construction Vehicles"
Kilburn Engg.,522101,,Industrial Manufacturing,Industrial Products,Industrial Products
CSB Bank,542867,CSBBANK,Banks,Private Sector Bank,Banks
Nirlon,500307,,Commercial Services & Supplies,Diversified Commercial Services,Diversified Commercial Services
Marathon Nextgen,503101,MARATHON,Realty,"Residential, Commercial Projects",Realty
Virat Industries,530521,,Textiles & Apparels,Garments & Apparels,Garments & Apparels
Exhicon Events,543895,,Other Consumer Services,Other Consumer Services,Other Consumer Services
Westlife Food,505533,WESTLIFE,Leisure Services,Restaurants,Restaurants
Jubilant Food.,533155,JUBLFOOD,Leisure Services,Restaurants,Restaurants
Amal,506597,,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Sandhar Tech,541163,SANDHAR,Auto Components,Auto Components & Equipments,Auto Components & Equipments
TCI Express,540212,TCIEXP,Transport Services,Logistics Solution Provider,Logistics Solution Provider
Studds Accessor.,544599,STUDDS,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Apollo Tyres,500877,APOLLOTYRE,Auto Components,Tyres & Rubber Products,Tyres & Rubber Products
Ramky Infra,533262,RAMKY,Construction,Civil Construction,Construction
Mayur Uniquoters,522249,MAYURUNIQ,Consumer Durables,Leather And Leather Products,Leather And Leather Products
Cello World,544012,CELLO,Consumer Durables,Houseware,Houseware
I T D C,532189,ITDC,Leisure Services,Hotels & Resorts,Hotels & Resorts
Anant Raj,515055,ANANTRAJ,Realty,"Residential, Commercial Projects",Realty
Supreme Petroch.,500405,SPLPETRO,Chemicals & Petrochemicals,Petrochemicals,Petrochemicals
Wonderla Holiday,538268,WONDERLA,Leisure Services,Amusement Parks/ Other Recreation,Amusement Parks/ Other Recreation
Jaro Institute,544534,JARO,Other Consumer Services,E-Learning,Other Consumer Services
Borosil Renew.,502219,BORORENEW,Industrial Products,Glass - Industrial,Glass - Industrial
Emami,531162,EMAMILTD,Personal Products,Personal Care,Personal Products
Berger Paints,509480,BERGEPAINT,Consumer Durables,Paints,Paints
Antelopus Selan,530075,ANTELOPUS,Oil,Oil Exploration & Production,Oil
Jindal Drilling,511034,JINDRILL,Oil,Offshore Support Solution Drilling,Oil
LIC Housing Fin.,500253,LICHSGFIN,Finance,Housing Finance Company,Finance
Vishnu Chemicals,516072,VISHNU,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
JK Tyre & Indust,530007,JKTYRE,Auto Components,Tyres & Rubber Products,Tyres & Rubber Products
Mah. Seamless,500265,MAHSEAMLES,Industrial Products,Iron & Steel Products,Iron & Steel Products
Nephrocare Health Services,544647,NEPHROPLUS,Healthcare Services,Healthcare Service Provider,Healthcare Service Provider
PG Electroplast,533581,PGEL,Consumer Durables,Consumer Electronics,Consumer Electronics
Ramkrishna Forg.,532527,RKFORGE,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Patanjali Foods,500368,PATANJALI,Agricultural Food & other Products,Edible Oil,Edible Oil
Synergy Green,541929,SGIL,Industrial Products,Castings & Forgings,Castings & Forgings
Tenneco Clean,544612,TENNIND,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Five-Star Bus.Fi,543663,FIVESTAR,Finance,Non Banking Financial Company (NBFC),Finance
eMudhra,543533,EMUDHRA,IT - Services,IT Enabled Services,IT Enabled Services
Godrej Agrovet,540743,GODREJAGRO,Food Products,Animal Feed,Animal Feed
Vimta Labs,524394,VIMTALABS,Healthcare Services,"Healthcare Research, Analytics & Technology","Healthcare Research, Analytics & Technology"
Adani Total Gas,542066,ATGL,Gas,LPG/CNG/PNG/LNG Supplier,Gas
Sheela Foam,540203,SFL,Consumer Durables,"Furniture, Home Furnishing","Furniture, Home Furnishing"
Ambuja Cements,500425,AMBUJACEM,Cement & Cement Products,Cement & Cement Products,Cement & Cement Products
G M D C,532181,GMDCLTD,Minerals & Mining,Industrial Minerals,Minerals & Mining
Solara Active,541540,SOLARA,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Dabur India,500096,DABUR,Personal Products,Personal Care,Personal Products
Swelect Energy,532051,SWELECTES,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
IIFL Finance,532636,IIFL,Finance,Non Banking Financial Company (NBFC),Finance
Authum Invest,539177,AIIL,Finance,Non Banking Financial Company (NBFC),Finance
Arvind SmartSp.,539301,ARVSMART,Realty,"Residential, Commercial Projects",Realty
Eureka Forbes,543482,EUREKAFORB,Consumer Durables,Household Appliances,Household Appliances
Tips Music,532375,TIPSMUSIC,Entertainment,Media & Entertainment,Entertainment
Paushak,532742,PAUSHAKLTD,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
GHCL,500171,GHCL,Chemicals & Petrochemicals,Commodity Chemicals,Commodity Chemicals
HEG,509631,HEG,Industrial Products,Electrodes & Refractories,Electrodes & Refractories
JBM Auto,532605,JBMA,Auto Components,Auto Components & Equipments,Auto Components & Equipments
One Global Serv,514330,,Healthcare Services,Healthcare Service Provider,Healthcare Service Provider
Nava,513023,NAVA,Power,Power Generation,Power
BF Utilities,532430,BFUTILITIE,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",Transport Infrastructure
Rossari Biotech,543213,ROSSARI,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Gallantt Ispat L,532726,GALLANTT,Industrial Products,Iron & Steel Products,Iron & Steel Products
Hindustan Copper,513599,HINDCOPPER,Non - Ferrous Metals,Copper,Non - Ferrous Metals
Blackbuck,544288,BLACKBUCK,Transport Services,Transport Related Services,Transport Related Services
CFF Fluid,543920,,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense
Minda Corp,538962,MINDACORP,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Syngene Intl.,539268,SYNGENE,Healthcare Services,"Healthcare Research, Analytics & Technology","Healthcare Research, Analytics & Technology"
Salzer Electron.,517059,SALZERELEC,Electrical Equipment,Other Electrical Equipment,Electrical Equipment
Suyog Telematics,537259,SUYOG,Telecom - Services,Telecom - Infrastructure,Telecom - Services
CG Power & Ind,500093,CGPOWER,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
Banco Products,500039,BANCOINDIA,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Yatharth Hospit.,543950,YATHARTH,Healthcare Services,Hospital,Hospital
Mold-Tek Pack.,533080,MOLDTKPAC,Industrial Products,Packaging,Packaging
T N Merc. Bank,543596,TMB,Banks,Private Sector Bank,Banks
Archean Chemical,543657,ACI,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Varroc Engineer,541578,VARROC,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Aster DM Health.,540975,ASTERDM,Healthcare Services,Hospital,Hospital
Gokaldas Exports,532630,GOKEX,Textiles & Apparels,Garments & Apparels,Garments & Apparels
P N Gadgil Jewe.,544256,PNGJL,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
J Kumar Infra,532940,JKIL,Construction,Civil Construction,Construction
Tembo Global,,TEMBO,Industrial Products,Iron & Steel Products,Iron & Steel Products
Sudeep Pharma,544619,SUDEEPPHRM,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Siyaram Silk,503811,SIYSIL,Textiles & Apparels,Other Textile Products,Other Textile Products
Sun TV Network,532733,SUNTV,Entertainment,TV Broadcasting & Software Production,Entertainment
Granules India,532482,GRANULES,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Matrimony.com,540704,MATRIMONY,Retailing,Internet & Catalogue Retail,Internet & Catalogue Retail
Astec Lifescienc,533138,ASTEC,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Pesticides & Agrochemicals
Monte Carlo Fas.,538836,MONTECARLO,Textiles & Apparels,Garments & Apparels,Garments & Apparels
B-Right Real,543543,,Realty,"Residential, Commercial Projects",Realty
Antony Waste han,543254,AWHCL,Other Utilities,Waste Management,Other Utilities
V-Mart Retail,534976,VMART,Retailing,Diversified Retail,Diversified Retail
Cosmo First,508814,COSMOFIRST,Industrial Products,Packaging,Packaging
Wework India,544570,WEWORK,Commercial Services & Supplies,Diversified Commercial Services,Diversified Commercial Services
Meghna Infracon,538668,,Realty,"Residential, Commercial Projects",Realty
TTK Prestige,517506,TTKPRESTIG,Consumer Durables,Household Appliances,Household Appliances
Baheti Recycling,,BAHETI,Industrial Products,"Aluminium, Copper & Zinc Products","Aluminium, Copper & Zinc Products"
Pricol Ltd,540293,PRICOLLTD,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Krishna Institu.,543308,KIMS,Healthcare Services,Hospital,Hospital
Gloster Ltd,542351,GLOSTERLTD,"Paper, Forest & Jute Products",Jute & Jute Products,"Paper, Forest & Jute Products"
DLF,532868,DLF,Realty,"Residential, Commercial Projects",Realty
63 Moons Tech.,526881,63MOONS,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
H.G. Infra Engg.,541019,HGINFRA,Construction,Civil Construction,Construction
Orkla India,544595,ORKLAINDIA,Food Products,Other Food Products,Other Food Products
Butterfly Gan Ap,517421,BUTTERFLY,Consumer Durables,Household Appliances,Household Appliances
Z-Tech (India),,ZTECH,Other Utilities,Waste Management,Other Utilities
Anand Rathi Shar,544530,ARSSBL,Capital Markets,Stockbroking & Allied,Stockbroking & Allied
Divgi Torq,543812,DIVGIITTS,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Viviana Power,,VIVIANA,Construction,Civil Construction,Construction
NELCO,504112,NELCO,IT - Hardware,Computers Hardware & Equipments,IT - Hardware
Quality Power El,544367,QPOWER,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
KRN Heat Exchan,544263,KRN,Industrial Products,Other Industrial Products,Other Industrial Products
Vasa Denticity,,DENTALKART,Healthcare Equipment & Supplies,Medical Equipment & Supplies,Healthcare Equipment & Supplies
Route Mobile,543228,ROUTE,Telecom - Services,Other Telecom Services,Telecom - Services
Krystal Integrat,544149,KRYSTAL,Commercial Services & Supplies,Diversified Commercial Services,Diversified Commercial Services
Piccadily Agro,530305,PICCADIL,Beverages,Breweries & Distilleries,Beverages
Sh. Jagdamba Pol,512453,,Industrial Products,Packaging,Packaging
Tata Inv.Corpn.,501301,TATAINVEST,Finance,Investment Company,Finance
Amrutanjan Healt,590006,AMRUTANJAN,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Parin Enterpris.,,PARIN,Consumer Durables,"Furniture, Home Furnishing","Furniture, Home Furnishing"
Schneider Elect.,534139,SCHNEIDER,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
Anthem Bioscienc,544449,ANTHEM,Pharmaceuticals & Biotechnology,Biotechnology,Pharmaceuticals & Biotechnology
Asian Star Co.,531847,,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
Protean eGov,544021,PROTEAN,IT - Services,IT Enabled Services,IT Enabled Services
Graphite India,509488,GRAPHITE,Industrial Products,Electrodes & Refractories,Electrodes & Refractories
Garware Tech.,509557,GARFIBRES,Textiles & Apparels,Other Textile Products,Other Textile Products
Insecticid.India,532851,INSECTICID,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Pesticides & Agrochemicals
V-Marc India,,VMARCIND,Industrial Products,Cables - Electricals,Cables - Electricals
Rategain Travel,543417,RATEGAIN,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Capillary Tech.,544614,CAPILLARY,IT - Software,Software Products,Software Products
I R C T C,542830,IRCTC,Leisure Services,"Tour, Travel Related Services","Tour, Travel Related Services"
Health.Global,539787,HCG,Healthcare Services,Hospital,Hospital
Rossell Techsys,544294,ROSSTECH,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense
Ather Energy,544397,ATHERENERG,Automobiles,2/3 Wheelers,Automobiles
Danish Power,,DANISH,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
Paras Defence,543367,PARAS,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense
Sundrop Brands,500215,SUNDROP,Agricultural Food & other Products,Edible Oil,Edible Oil
Newgen Software,540900,NEWGEN,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
TD Power Systems,533553,TDPOWERSYS,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
Cemindia Project,509496,CEMPRO,Construction,Civil Construction,Construction
Mac Charles(I),507836,,Leisure Services,Hotels & Resorts,Hotels & Resorts
IZMO,532341,IZMO,IT - Services,IT Enabled Services,IT Enabled Services
KEC International,532714,KEC,Construction,Civil Construction,Construction
M.V.K. Agro,,MVKAGRO,Agricultural Food & other Products,Sugar,Sugar
Jubilant Ingrev.,543271,JUBLINGREA,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
ICICI Pru Life,540133,ICICIPRULI,Insurance,Life Insurance,Insurance
Shakti Pumps,531431,SHAKTIPUMP,Industrial Products,"Compressors, Pumps & Diesel Engines","Compressors, Pumps & Diesel Engines"
S P Apparels,540048,SPAL,Textiles & Apparels,Garments & Apparels,Garments & Apparels
Just Dial,535648,JUSTDIAL,Retailing,Internet & Catalogue Retail,Internet & Catalogue Retail
Indian Hotels Co,500850,INDHOTEL,Leisure Services,Hotels & Resorts,Hotels & Resorts
Datamatics Glob.,532528,DATAMATICS,IT - Services,IT Enabled Services,IT Enabled Services
Rubicon Research,544578,RUBICON,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Deccan Cements,502137,DECCANCE,Cement & Cement Products,Cement & Cement Products,Cement & Cement Products
Bikaji Foods,543653,BIKAJI,Food Products,Packaged Foods,Packaged Foods
Aegis Logistics,500003,AEGISLOG,Gas,Trading - Gas,Gas
Avishkar Infra,508929,,Realty,"Residential, Commercial Projects",Realty
Fairchem Organic,543252,FAIRCHEMOR,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
The Hi-Tech Gear,522073,HITECHGEAR,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Remus Pharma.,,REMUS,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Aryaman Fin.Serv,530245,,Finance,Non Banking Financial Company (NBFC),Finance
Tata Technolog.,544028,TATATECH,IT - Services,IT Enabled Services,IT Enabled Services
Tinna Rubber,530475,TINNARUBR,Industrial Products,Rubber,Rubber
AGI Greenpac,500187,AGI,Industrial Products,Packaging,Packaging
Kalyani Steels,500235,KSL,Industrial Products,Iron & Steel Products,Iron & Steel Products
Syrma SGS Tech.,543573,SYRMA,Industrial Manufacturing,Industrial Products,Industrial Products
Universal Cables,504212,UNIVCABLES,Industrial Products,Cables - Electricals,Cables - Electricals
Shankara Buildpro,544517,BUILDPRO,Retailing,Speciality Retail,Speciality Retail
TAC Infosec,,TAC,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Agarwal Indl.,531921,AGARIND,Chemicals & Petrochemicals,Petrochemicals,Petrochemicals
Shree Vasu Logis,,SVLL,Transport Services,Logistics Solution Provider,Logistics Solution Provider
NDR Auto Compon.,543214,NDRAUTO,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Alicon Cast.,531147,ALICON,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Innova Captab,544067,INNOVACAP,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Cams Services,543232,CAMS,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",Capital Markets
Shree Tirupati,,TIRUPATI,Industrial Products,Plastic Products - Industrial,Plastic Products - Industrial
Control Print,522295,CONTROLPR,IT - Hardware,Computers Hardware & Equipments,IT - Hardware
Ashapura Minech.,527001,ASHAPURMIN,Minerals & Mining,Industrial Minerals,Minerals & Mining
Ganesha Ecosphe.,514167,GANECOS,Textiles & Apparels,Other Textile Products,Other Textile Products
Premier Energies,544238,PREMIERENE,Electrical Equipment,Other Electrical Equipment,Electrical Equipment
Bhartiya Intl.,526666,BIL,Consumer Durables,Leather And Leather Products,Leather And Leather Products
Vedanta,500295,VEDL,Diversified Metals,Diversified Metals,Diversified Metals
Jeena Sikho,544476,JSLL,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Sejal Glass,532993,SEJALLTD,Industrial Products,Glass - Industrial,Glass - Industrial
Orchid Pharma,524372,ORCHPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
PSP Projects,540544,PSPPROJECT,Construction,Civil Construction,Construction
KSB,500249,KSB,Industrial Products,"Compressors, Pumps & Diesel Engines","Compressors, Pumps & Diesel Engines"
Raghav Product.,539837,RPEL,Industrial Products,Electrodes & Refractories,Electrodes & Refractories
Creative Newtech,544631,CNL,Commercial Services & Supplies,Trading & Distributors,Trading & Distributors
Rel. Indl. Infra,523445,RIIL,Transport Services,Logistics Solution Provider,Logistics Solution Provider
HDB FINANC SER,544429,HDBFS,Finance,Non Banking Financial Company (NBFC),Finance
Hindustan Zinc,500188,HINDZINC,Non - Ferrous Metals,Zinc,Non - Ferrous Metals
Onix Solar,513119,,Non - Ferrous Metals,Copper,Non - Ferrous Metals
IST,508807,,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Indokem,504092,,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
UPL,512070,UPL,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Pesticides & Agrochemicals
Zensar Tech.,504067,ZENSARTECH,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Gandhi Spl. Tube,513108,GANDHITUBE,Industrial Products,Iron & Steel Products,Iron & Steel Products
HBL Engineering,517271,HBLENGINE,Industrial Products,Other Industrial Products,Other Industrial Products
India Nipp.Elec.,532240,INDNIPPON,Auto Components,Auto Components & Equipments,Auto Components & Equipments
RPSG Ventures,542333,RPSGVENT,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
HDFC Life Insur.,540777,HDFCLIFE,Insurance,Life Insurance,Insurance
Venus Remedies,526953,VENUSREM,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Tata Chemicals,500770,TATACHEM,Chemicals & Petrochemicals,Commodity Chemicals,Commodity Chemicals
Krsnaa Diagnost.,543328,KRSNAA,Healthcare Services,Healthcare Service Provider,Healthcare Service Provider
Supriya Lifesci.,543434,SUPRIYA,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Hexaware Tech.,544362,HEXT,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Gala Precis. Eng,544244,GALAPREC,Industrial Manufacturing,Industrial Products,Industrial Products
Aimtron,,AIMTRON,Industrial Manufacturing,Industrial Products,Industrial Products
Ganesh Housing,526367,GANESHHOU,Realty,"Residential, Commercial Projects",Realty
Pokarna,532486,POKARNA,Consumer Durables,Granites & Marbles,Granites & Marbles
Finolex Cables,500144,FINCABLES,Industrial Products,Cables - Electricals,Cables - Electricals
Ventive Hospital,544321,VENTIVE,Leisure Services,Hotels & Resorts,Hotels & Resorts
Z F Steering,505163,,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Pitti Engg.,513519,PITTIENG,Industrial Manufacturing,Industrial Products,Industrial Products
Atlanta Electric,544527,ATLANTAELE,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
Welspun Corp,532144,WELCORP,Industrial Products,Iron & Steel Products,Iron & Steel Products
Wheels India,590073,WHEELS,Auto Components,Auto Components & Equipments,Auto Components & Equipments
ICE Make Refrig.,,ICEMAKE,Industrial Manufacturing,Industrial Products,Industrial Products
ISGEC Heavy,533033,ISGEC,Construction,Civil Construction,Construction
Century Plyboard,532548,CENTURYPLY,Consumer Durables,Plywood Boards/ Laminates,Plywood Boards/ Laminates
Rane (Madras),532661,RML,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Mangalam Cement,502157,MANGLMCEM,Cement & Cement Products,Cement & Cement Products,Cement & Cement Products
Marico,531642,MARICO,Agricultural Food & other Products,Edible Oil,Edible Oil
Subros,517168,SUBROS,Industrial Products,Other Industrial Products,Other Industrial Products
Jindal Stain.,532508,JSL,Ferrous Metals,Iron & Steel,Ferrous Metals
Kody Technolab,,KODYTECH,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Motil.Oswal.Fin.,532892,MOTILALOFS,Capital Markets,Stockbroking & Allied,Stockbroking & Allied
Khazanchi Jewell,543953,,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
Carysil,524091,CARYSIL,Consumer Durables,Household Appliances,Household Appliances
Avanti Feeds,512573,AVANTIFEED,Food Products,Animal Feed,Animal Feed
Afcom Holdings,544224,,Transport Services,Logistics Solution Provider,Logistics Solution Provider
Choice Intl.,531358,CHOICEIN,Finance,Holding Company,Finance
Brigade Enterpr.,532929,BRIGADE,Realty,"Residential, Commercial Projects",Realty
Yuken India,522108,YUKEN,Industrial Products,"Compressors, Pumps & Diesel Engines","Compressors, Pumps & Diesel Engines"
Pashupati Cotsp.,544448,PASHUPATI,Textiles & Apparels,Other Textile Products,Other Textile Products
Alembic Pharma,533573,APLLTD,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Aarti Pharma,543748,AARTIPHARM,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
SBI Cards,543066,SBICARD,Finance,Non Banking Financial Company (NBFC),Finance
Adani Green,541450,ADANIGREEN,Power,Power Generation,Power
Medplus Health,543427,MEDPLUS,Retailing,Pharmacy Retail,Pharmacy Retail
INDIA SHELTE FIN,544044,INDIASHLTR,Finance,Housing Finance Company,Finance
Alpex Solar,,ALPEXSOLAR,Electrical Equipment,Other Electrical Equipment,Electrical Equipment
Nitta Gelatin,506532,,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Shyam Metalics,543299,SHYAMMETL,Industrial Products,Iron & Steel Products,Iron & Steel Products
Aditya AMC,543374,ABSLAMC,Capital Markets,Asset Management Company,Capital Markets
F A C T,590024,FACT,Fertilizers & Agrochemicals,Fertilizers,Fertilizers
Permanent Magnet,504132,,Electrical Equipment,Other Electrical Equipment,Electrical Equipment
Novartis India,500672,NOVARTIND,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Titagarh Rail,532966,TITAGARH,Industrial Manufacturing,Railway Wagons,Railways
Windlas Biotech,543329,WINDLAS,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Assoc.Alcohols,507526,ASALCBR,Beverages,Breweries & Distilleries,Beverages
Action Const.Eq.,532762,ACE,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,"Agricultural, Commercial & Construction Vehicles"
Alldigi Tech,532633,ALLDIGI,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
JK Lakshmi Cem.,500380,JKLAKSHMI,Cement & Cement Products,Cement & Cement Products,Cement & Cement Products
Rajapalayam Mill,532503,,Textiles & Apparels,Other Textile Products,Other Textile Products
Sai Life,544306,SAILIFE,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Strides Pharma,532531,STAR,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Whirlpool India,500238,WHIRLPOOL,Consumer Durables,Household Appliances,Household Appliances
Rajesh Power,544291,,Other Utilities,Multi Utilities,Other Utilities
Sahana Systems,,SAHANA,IT - Services,IT Enabled Services,IT Enabled Services
Electrotherm(I),526608,ELECTHERM,Industrial Products,Iron & Steel Products,Iron & Steel Products
Lotus Chocolate,523475,,Food Products,Packaged Foods,Packaged Foods
Jyoti CNC Auto.,544081,JYOTICNC,Industrial Manufacturing,Industrial Products,Industrial Products
Senores Pharma.,544319,SENORES,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Goodyear India,500168,GOODYEAR,Auto Components,Tyres & Rubber Products,Tyres & Rubber Products
Life Insurance,543526,LICI,Insurance,Life Insurance,Insurance
Avalon Tech,543896,AVALON,Electrical Equipment,Other Electrical Equipment,Electrical Equipment
Emkay Tools,,ETL,Industrial Manufacturing,Industrial Products,Industrial Products
Sharda Cropchem,538666,SHARDACROP,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Pesticides & Agrochemicals
PNB Housing,540173,PNBHOUSING,Finance,Housing Finance Company,Finance
India Glycols,500201,INDIAGLYCO,Beverages,Breweries & Distilleries,Beverages
Adani Energy Sol,539254,ADANIENSOL,Power,Power Distribution,Power
Carborundum Uni.,513375,CARBORUNIV,Industrial Products,Abrasives & Bearings,Abrasives & Bearings
Valiant Commun.,526775,,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
Kaveri Seed Co.,532899,KSCL,Agricultural Food & other Products,Other Agricultural Products,Other Agricultural Products
Chalet Hotels,542399,CHALET,Leisure Services,Hotels & Resorts,Hotels & Resorts
Wealth First Por,544536,WEALTH,Finance,Other Financial Services,Finance
Sika Interplant,523606,,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense
InfoBeans Tech.,543644,INFOBEAN,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Nippon Life Ind.,540767,NAM-INDIA,Capital Markets,Asset Management Company,Capital Markets
Mahamaya Steel,513554,MAHASTEEL,Industrial Products,Iron & Steel Products,Iron & Steel Products
Polyplex Corpn,524051,POLYPLEX,Industrial Products,Packaging,Packaging
Macfos,543787,,Retailing,E-Retail/ E-Commerce,E-Retail/ E-Commerce
Ahluwalia Contr.,532811,AHLUCONT,Construction,Civil Construction,Construction
Amara Raja Ener.,500008,ARE&M,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Natco Pharma,524816,NATCOPHARM,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Macpower CNC,,MACPOWER,Industrial Manufacturing,Industrial Products,Industrial Products
Sharda Motor,535602,SHARDAMOTR,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Sunshield Chem.,530845,,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
C P C L,500110,CHENNPETRO,Petroleum Products,Refineries & Marketing,Petroleum Products
Fortis Health.,532843,FORTIS,Healthcare Services,Hospital,Hospital
K P R Mill Ltd,532889,KPRMILL,Textiles & Apparels,Other Textile Products,Other Textile Products
Unimech Aero.,544322,UNIMECH,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense
Symphony,517385,SYMPHONY,Consumer Durables,Household Appliances,Household Appliances
Ceinsys Tech,538734,,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Bata India,500043,BATAINDIA,Consumer Durables,Footwear,Footwear
Clean Science,543318,CLEAN,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Eldeco Housing,523329,ELDEHSG,Realty,"Residential, Commercial Projects",Realty
SignatureGlobal,543990,SIGNATURE,Realty,"Residential, Commercial Projects",Realty
